#gene_symbol	gene_symbol_long	identifier	primary
AMT4.1	ammonium transporter 4.1	glyma.Wm82.gnm2.ann1.Glyma.09G281600	1
DIM1	DIM 1-like protein	glyma.Wm82.gnm2.ann1.Glyma.09G283300	1
TCP11	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.09G284300	1
TCP12	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.09G284500	1
PPR100	Psudo-Response Regulator gene 100	glyma.Wm82.gnm2.ann1.Glyma.09G286300	1
SEO-F3	sieve element occlusion by forisomes 3	glyma.Wm82.gnm2.ann1.Glyma.10G000400	1
SEOF	sieve element occlusion f	glyma.Wm82.gnm2.ann1.Glyma.10G000500	1
IAA31	Indole-3-Acetic Acid Responsive Gene 31	glyma.Wm82.gnm2.ann1.Glyma.10G000700	1
NDH	NAD(P)H dehydrogenase	glyma.Wm82.gnm2.ann1.Glyma.10G000900	1
HSF-22	heat stress transcription factor 22	glyma.Wm82.gnm2.ann1.Glyma.10G003100	1
IQD34	protein IQ-DOMAIN 34	glyma.Wm82.gnm2.ann1.Glyma.10G003700	1
PHO1-H4	PHO1 family protein	glyma.Wm82.gnm2.ann1.Glyma.10G004800	1
CYN	Cyanate hydratase	glyma.Wm82.gnm2.ann1.Glyma.10G005200	1
PHT1-3	inorganic phosphate transporter 1-3	glyma.Wm82.gnm2.ann1.Glyma.10G006700	1
TOPP8	TOPP-type protein phosphatase gene 8	glyma.Wm82.gnm2.ann1.Glyma.10G006800	1
ERF73	Ethylene-responsive factor gene 73	glyma.Wm82.gnm2.ann1.Glyma.10G007000	1
ERF74	Ethylene-responsive factor gene 74	glyma.Wm82.gnm2.ann1.Glyma.10G007100	1
MYB62;L1	MYB62;L1 transcription factor	glyma.Wm82.gnm2.ann1.Glyma.10G010400	1
GA2OX2	gibberellin 2-beta-dioxygenase 2	glyma.Wm82.gnm2.ann1.Glyma.10G010700	1
WRKY103	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.10G011300	1
BZIP59	bZIP transcription factor bZIP59	glyma.Wm82.gnm2.ann1.Glyma.10G013300	1
bZIP73	Basic leucine zipper transcription factor-like protein gene 73	glyma.Wm82.gnm2.ann1.Glyma.10G013300	0
PAE1	20S proteasome subunit	glyma.Wm82.gnm2.ann1.Glyma.10G014300	1
ERF75	Ethylene-responsive factor gene 75	glyma.Wm82.gnm2.ann1.Glyma.10G016500	1
PPR101	Psudo-Response Regulator gene 101	glyma.Wm82.gnm2.ann1.Glyma.10G018100	1
GSTF7	glutathione S-transferase GST 21	glyma.Wm82.gnm2.ann1.Glyma.10G019900	1
TIR1B	protein TRANSPORT INHIBITOR RESPONSE 1B	glyma.Wm82.gnm2.ann1.Glyma.10G021500	1
HSF-21	heat stress transcription factor 21	glyma.Wm82.gnm2.ann1.Glyma.10G029600	1
IAA32	Indole-3-Acetic Acid Responsive Gene 32	glyma.Wm82.gnm2.ann1.Glyma.10G031800	1
IAA33	Indole-3-Acetic Acid Responsive Gene 33	glyma.Wm82.gnm2.ann1.Glyma.10G031900	1
GR-2a	Chloroplastic glutathione reductase 2 gene a	glyma.Wm82.gnm2.ann1.Glyma.10G032100	1
WRKY104	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.10G032900	1
NIP7-2	aquaporin NIP7-2	glyma.Wm82.gnm2.ann1.Glyma.10G033600	1
ERF76	Ethylene-responsive factor gene 76	glyma.Wm82.gnm2.ann1.Glyma.10G036200	1
ERF77	Ethylene-responsive factor gene 77	glyma.Wm82.gnm2.ann1.Glyma.10G036300	1
ERF78	Ethylene-responsive factor gene 78	glyma.Wm82.gnm2.ann1.Glyma.10G036600	1
ERF79	Ethylene-responsive factor gene 79	glyma.Wm82.gnm2.ann1.Glyma.10G036700	1
PHT1-4	inorganic phosphate transporter 1-4	glyma.Wm82.gnm2.ann1.Glyma.10G036800	1
glycinin A5A4B3	glycinin A5A4B3 subunit	glyma.Wm82.gnm2.ann1.Glyma.10G037100	1
GY4	glycinin G4	glyma.Wm82.gnm2.ann1.Glyma.10G037100	0
PHR17	MYB-CC domain-containing transcription factor PHR17	glyma.Wm82.gnm2.ann1.Glyma.10G039700	1
IAA34	Indole-3-Acetic Acid Responsive Gene 34	glyma.Wm82.gnm2.ann1.Glyma.10G040400	1
GSTL2	glutathione S-transferase L2	glyma.Wm82.gnm2.ann1.Glyma.10G047700	1
PRR7d	Pseudo Response Regultor 7 gene d	glyma.Wm82.gnm2.ann1.Glyma.10G048100	1
MYB118	MYB transcription factor MYB118	glyma.Wm82.gnm2.ann1.Glyma.10G048500	1
IQD35	protein IQ-DOMAIN 35	glyma.Wm82.gnm2.ann1.Glyma.10G050000	1
TCP13	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.10G057400	1
PAL2.1	phenylalanine ammonia-lyase 2.1	glyma.Wm82.gnm2.ann1.Glyma.10G058200	1
N6L	nodulin 6l	glyma.Wm82.gnm2.ann1.Glyma.10G060100	1
ERF80	Ethylene-responsive factor gene 80	glyma.Wm82.gnm2.ann1.Glyma.10G061400	1
Raf1-2	Raf1 proto-oncogene serine/threonine protein kinase gene 2	glyma.Wm82.gnm2.ann1.Glyma.10G066000	1
HSF-20	heat stress transcription factor 20	glyma.Wm82.gnm2.ann1.Glyma.10G066100	1
PSK3	putative phytosulfokine peptide	glyma.Wm82.gnm2.ann1.Glyma.10G066400	1
GRF9	growth-regulating factor	glyma.Wm82.gnm2.ann1.Glyma.10G067200	1
PT10B	prenyltransferase family protein PT10b	glyma.Wm82.gnm2.ann1.Glyma.10G070100	1
PT10D	prenyltransferase family protein PT10d	glyma.Wm82.gnm2.ann1.Glyma.10G070300	1
CEN2	CEN-like protein 2-like	glyma.Wm82.gnm2.ann1.Glyma.10G071400	1
ABI5	protein ABSCISIC ACID-INSENSITIVE 5	glyma.Wm82.gnm2.ann1.Glyma.10G071700	1
bZIP74	Basic leucine zipper transcription factor-like protein gene 74	glyma.Wm82.gnm2.ann1.Glyma.10G071700	0
PPR102	Psudo-Response Regulator gene 102	glyma.Wm82.gnm2.ann1.Glyma.10G074100	1
CASP2	casparian strip membrane protein 2	glyma.Wm82.gnm2.ann1.Glyma.10G075400	1
B3	B3 domain protein	glyma.Wm82.gnm2.ann1.Glyma.10G076100	1
NAC167	NAC transcription factor 167	glyma.Wm82.gnm2.ann1.Glyma.10G077000	1
NAC168	NAC domain-containing protein 168	glyma.Wm82.gnm2.ann1.Glyma.10G077400	1
LEA2-50	late embryogenesis abundant 2 gene 50	glyma.Wm82.gnm2.ann1.Glyma.10G079400	1
LEA2-51	late embryogenesis abundant 2 gene 51	glyma.Wm82.gnm2.ann1.Glyma.10G079900	1
LEA2-52	late embryogenesis abundant 2 gene 52	glyma.Wm82.gnm2.ann1.Glyma.10G080000	1
NF-YA10	nuclear transcription factor Y subunit A-10	glyma.Wm82.gnm2.ann1.Glyma.10G082800	1
C2-99	C2 domain containing protein gene 99	glyma.Wm82.gnm2.ann1.Glyma.10G091800	1
bZIP75	Basic leucine zipper transcription factor-like protein gene 75	glyma.Wm82.gnm2.ann1.Glyma.10G092100	1
TGA11	bZIP transcription factor 11	glyma.Wm82.gnm2.ann1.Glyma.10G092100	0
C2-100	C2 domain containing protein gene 100	glyma.Wm82.gnm2.ann1.Glyma.10G092200	1
PPR103	Psudo-Response Regulator gene 103	glyma.Wm82.gnm2.ann1.Glyma.10G093800	1
SG-3	putative glycosyltransferase UGT91H9	glyma.Wm82.gnm2.ann1.Glyma.10G104700	1
UGT91H4	Plant uridine 5' -diphosphate glycosyltransferase 91H4	glyma.Wm82.gnm2.ann1.Glyma.10G104700	0
SDP1	triacylglycerol lipase SDP1	glyma.Wm82.gnm2.ann1.Glyma.10G105200	1
TFIIB1	transcription factor TFIIB	glyma.Wm82.gnm2.ann1.Glyma.10G108600	1
Le4-2	lectin DB58-like	glyma.Wm82.gnm2.ann1.Glyma.10G108900	1
CRK15	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.10G109200	1
WRKY105	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.10G111400	1
Le2-1	Lectin 4 gene 1	glyma.Wm82.gnm2.ann1.Glyma.10G113600	1
WRKY106	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.10G113800	1
ERF81	Ethylene-responsive factor gene 81	glyma.Wm82.gnm2.ann1.Glyma.10G118900	1
EXPB2	beta-expansin	glyma.Wm82.gnm2.ann1.Glyma.10G122300	1
EXPB5	expansin B protein	glyma.Wm82.gnm2.ann1.Glyma.10G122600	1
GA2OX3	gibberellin 2-beta-dioxygenase 3	glyma.Wm82.gnm2.ann1.Glyma.10G123000	1
C2-101	C2 domain containing protein gene 101	glyma.Wm82.gnm2.ann1.Glyma.10G130100	1
MSH1	DNA mismatch repair protein	glyma.Wm82.gnm2.ann1.Glyma.10G130700	1
C2-102	C2 domain containing protein gene 102	glyma.Wm82.gnm2.ann1.Glyma.10G130800	1
AMT1.2	ammonium transporter AMT1.2	glyma.Wm82.gnm2.ann1.Glyma.10G132300	1
HAD1	acid phosphatase	glyma.Wm82.gnm2.ann1.Glyma.10G134700	1
HAD3-1	acid phosphatase	glyma.Wm82.gnm2.ann1.Glyma.10G134700	0
WRKY1	WRKY transcription factor 1	glyma.Wm82.gnm2.ann1.Glyma.10G138300	1
WRKY107	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.10G138300	0
IAA35	Indole-3-Acetic Acid Responsive Gene 35	glyma.Wm82.gnm2.ann1.Glyma.10G138500	1
CYP28	peptidyl-prolyl cis-trans isomerase CYP28	glyma.Wm82.gnm2.ann1.Glyma.10G139500	1
GER16	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.10G139700	1
GER17	germin-like protein 17	glyma.Wm82.gnm2.ann1.Glyma.10G139800	1
PHYA	phytochrome A	glyma.Wm82.gnm2.ann1.Glyma.10G141400	1
PHYA1	Phytochrome A gene 1	glyma.Wm82.gnm2.ann1.Glyma.10G141400	0
GSK-3	glycogen synthase kinase-3	glyma.Wm82.gnm2.ann1.Glyma.10G144600	1
NF-YC07	nuclear factor Y transcription factor family protein	glyma.Wm82.gnm2.ann1.Glyma.10G155900	1
PURD	phosphoribosylamine--glycine ligase	glyma.Wm82.gnm2.ann1.Glyma.10G156900	1
EDR1	serine/threonine-protein kinase EDR1	glyma.Wm82.gnm2.ann1.Glyma.10G159200	1
OAS-TL6	cysteine synthase	glyma.Wm82.gnm2.ann1.Glyma.10G159700	1
GT-2B	trihelix transcription factor	glyma.Wm82.gnm2.ann1.Glyma.10G161200	1
bZIP76	Basic leucine zipper transcription factor-like protein gene 76	glyma.Wm82.gnm2.ann1.Glyma.10G162100	1
SBZ1	bZIP transcription factor protein SBZ1	glyma.Wm82.gnm2.ann1.Glyma.10G162100	0
IAA36	Indole-3-Acetic Acid Responsive Gene 36	glyma.Wm82.gnm2.ann1.Glyma.10G162400	1
CrRRk1R1 1	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.10G163200	1
C2-103	C2 domain containing protein gene 103	glyma.Wm82.gnm2.ann1.Glyma.10G165300	1
PPCK3	phosphoenolpyruvate-carboxylase kinase	glyma.Wm82.gnm2.ann1.Glyma.10G166600	1
TOPP9	TOPP-type protein phosphatase gene 9	glyma.Wm82.gnm2.ann1.Glyma.10G166700	1
EIN4	GAF/HisKA/CheY-like REC domain-containing protein	glyma.Wm82.gnm2.ann1.Glyma.10G167300	1
AMT1.3	ammonium transporter AMT1.3	glyma.Wm82.gnm2.ann1.Glyma.10G167800	1
AMT1.4	ammonium transporter AMT1.4	glyma.Wm82.gnm2.ann1.Glyma.10G168100	1
AMT1.5	ammonium transporter AMT1.5	glyma.Wm82.gnm2.ann1.Glyma.10G168200	1
GER6	germin-like protein	glyma.Wm82.gnm2.ann1.Glyma.10G168900	1
WRKY108	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.10G171000	1
WRKY109	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.10G171100	1
WRKY110	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.10G171200	1
GBSSIa	granule bound starch synthase Ia	glyma.Wm82.gnm2.ann1.Glyma.10G172200	1
ALMT16	aluminum-activated malate transporter family protein	glyma.Wm82.gnm2.ann1.Glyma.10G173400	1
LEA2-53	late embryogenesis abundant 2 gene 53	glyma.Wm82.gnm2.ann1.Glyma.10G174100	1
SCAM-4	calmodulin	glyma.Wm82.gnm2.ann1.Glyma.10G178400	1
IAA37	Indole-3-Acetic Acid Responsive Gene 37	glyma.Wm82.gnm2.ann1.Glyma.10G180000	1
IAA38	Indole-3-Acetic Acid Responsive Gene 38	glyma.Wm82.gnm2.ann1.Glyma.10G180100	1
SLR1	auxin-induced protein ali50	glyma.Wm82.gnm2.ann1.Glyma.10G180100	0
CRY2a1	Cryptochrome 2a1	glyma.Wm82.gnm2.ann1.Glyma.10G180600	1
MYB29	MYB29 protein	glyma.Wm82.gnm2.ann1.Glyma.10G180800	1
PHO1-H5	PHO1 family protein	glyma.Wm82.gnm2.ann1.Glyma.10G183300	1
NRT1-3	putative nitrate transporter NRT1-3	glyma.Wm82.gnm2.ann1.Glyma.10G183900	1
SEO-F1	sieve element occlusion by forisomes 1	glyma.Wm82.gnm2.ann1.Glyma.10G185500	1
SEO-F2	sieve element occlusion by forisomes 2	glyma.Wm82.gnm2.ann1.Glyma.10G185600	1
SEO-F4	sieve element occlusion by forisomes 4	glyma.Wm82.gnm2.ann1.Glyma.10G185700	1
SEOG	sieve element occlusion g	glyma.Wm82.gnm2.ann1.Glyma.10G185800	1
PPCK4	phosphoenolpyruvate-carboxylase kinase	glyma.Wm82.gnm2.ann1.Glyma.10G186000	1
PHT1-6	inorganic phosphate transporter 1-6	glyma.Wm82.gnm2.ann1.Glyma.10G186400	1
PHT1-1	inorganic phosphate transporter 1-1	glyma.Wm82.gnm2.ann1.Glyma.10G186500	1
TOPP10	TOPP-type protein phosphatase gene 10	glyma.Wm82.gnm2.ann1.Glyma.10G186600	1
ERF82	Ethylene-responsive factor gene 82	glyma.Wm82.gnm2.ann1.Glyma.10G186800	1
ERF83	Ethylene-responsive factor gene 83	glyma.Wm82.gnm2.ann1.Glyma.10G186900	1
ERF84	Ethylene-responsive factor gene 84	glyma.Wm82.gnm2.ann1.Glyma.10G187000	1
ETR2	ethylene receptor	glyma.Wm82.gnm2.ann1.Glyma.10G188500	1
PM13	Ca+2-binding EF hand protein	glyma.Wm82.gnm2.ann1.Glyma.10G189900	1
PPR104	Psudo-Response Regulator gene 104	glyma.Wm82.gnm2.ann1.Glyma.10G190600	1
GSTU42	glutathione S-transferase GST 15	glyma.Wm82.gnm2.ann1.Glyma.10G192900	1
SODB2	iron-superoxide dismutase	glyma.Wm82.gnm2.ann1.Glyma.10G193500	1
F3G6''Rt	flavonol 3-O-glucoside (1->6) rhamnosyltransferase	glyma.Wm82.gnm2.ann1.Glyma.10G194000	1
Fg2	flavonol 3-O-glucoside (1->6) rhamnosyltransferase	glyma.Wm82.gnm2.ann1.Glyma.10G194000	0
UGT79A6	flavonol 3-O-glucoside (1->6) rhamnosyltransferase	glyma.Wm82.gnm2.ann1.Glyma.10G194000	0
UGT79A6-1	flavonol 3-O-glucoside (1->6) rhamnosyltransferase gene 1	glyma.Wm82.gnm2.ann1.Glyma.10G194000	0
ERF85	Ethylene-responsive factor gene 85	glyma.Wm82.gnm2.ann1.Glyma.10G194200	1
PHR18	MYB-CC domain-containing transcription factor PHR18	glyma.Wm82.gnm2.ann1.Glyma.10G196600	1
Lac36	Laccase 36	glyma.Wm82.gnm2.ann1.Glyma.10G197300	1
NAC072	NAC Transcription Factor gene 72	glyma.Wm82.gnm2.ann1.Glyma.10G197500	1
NAC169	NAC Transcription Factor gene 169	glyma.Wm82.gnm2.ann1.Glyma.10G197600	1
Lbc3	Leghemoglobin C3 gene	glyma.Wm82.gnm2.ann1.Glyma.10G198800	1
LB	leghemoglobin	glyma.Wm82.gnm2.ann1.Glyma.10G198900	1
LBC1	leghemoglobin C1	glyma.Wm82.gnm2.ann1.Glyma.10G199000	1
LBA	Leghemoglobin A	glyma.Wm82.gnm2.ann1.Glyma.10G199100	1
CYP76O2	7-ethoxycoumarin O-deethylase-like	glyma.Wm82.gnm2.ann1.Glyma.10G200800	1
RAV	RAV-like DNA-binding protein	glyma.Wm82.gnm2.ann1.Glyma.10G204400	1
NAC170	NAC domain-containing protein 170	glyma.Wm82.gnm2.ann1.Glyma.10G204700	1
PEPC17	phosphoenolpyruvate carboxylase	glyma.Wm82.gnm2.ann1.Glyma.10G205500	1
PEPC5	Phosphoenolpyruvate carboxylase 5 gene	glyma.Wm82.gnm2.ann1.Glyma.10G205500	0
ppc17	Phosphoenolpyruvate carboxylase isoform	glyma.Wm82.gnm2.ann1.Glyma.10G205500	0
PM3	maturation protein PM3	glyma.Wm82.gnm2.ann1.Glyma.10G205900	1
CYP51	peptidyl-prolyl cis-trans isomerase CYP51	glyma.Wm82.gnm2.ann1.Glyma.10G206100	1
CP3	cysteine proteinase	glyma.Wm82.gnm2.ann1.Glyma.10G207100	1
PAL2.4	phenylalanine ammonia-lyase 2.4	glyma.Wm82.gnm2.ann1.Glyma.10G209800	1
C2-104	C2 domain containing protein gene 104	glyma.Wm82.gnm2.ann1.Glyma.10G210000	1
PIP2-13	aquaporin PIP2-13	glyma.Wm82.gnm2.ann1.Glyma.10G211000	1
IQD36	protein IQ-DOMAIN 36	glyma.Wm82.gnm2.ann1.Glyma.10G213100	1
STOP1	C2-H2 zinc finger protein	glyma.Wm82.gnm2.ann1.Glyma.10G215200	1
GASA15	gibberellin-regulated protein 15	glyma.Wm82.gnm2.ann1.Glyma.10G216000	1
GASA16	gibberellin-regulated protein 16	glyma.Wm82.gnm2.ann1.Glyma.10G216100	1
NAC073	NAC Transcription Factor gene 73	glyma.Wm82.gnm2.ann1.Glyma.10G216400	1
SUT1	sucrose transporter	glyma.Wm82.gnm2.ann1.Glyma.10G217900	1
PTP1	Tyrosine phosphatase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.10G218100	1
SERK1	somatic embryogenesis receptor kinase	glyma.Wm82.gnm2.ann1.Glyma.10G218800	1
Lac37	Laccase 37	glyma.Wm82.gnm2.ann1.Glyma.10G219100	1
Lac38	Laccase 38	glyma.Wm82.gnm2.ann1.Glyma.10G219200	1
NAC074	NAC Transcription Factor gene 74	glyma.Wm82.gnm2.ann1.Glyma.10G219600	1
SNAC38	NAC transcription factor	glyma.Wm82.gnm2.ann1.Glyma.10G219600	0
NIP5-2	aquaporin NIP5-2	glyma.Wm82.gnm2.ann1.Glyma.10G221100	1
GI3	Gigantea gene 3	glyma.Wm82.gnm2.ann1.Glyma.10G221500	1
GIa (E2)	Gigantea gene a	glyma.Wm82.gnm2.ann1.Glyma.10G221500	0
ERF86	Ethylene-responsive factor gene 86	glyma.Wm82.gnm2.ann1.Glyma.10G223200	1
bZIP77	Basic leucine zipper transcription factor-like protein gene 77	glyma.Wm82.gnm2.ann1.Glyma.10G223800	1
bZIP78	Basic leucine zipper transcription factor-like protein gene 78	glyma.Wm82.gnm2.ann1.Glyma.10G226000	1
RCC1	Regulator of chromosome condensation 1	glyma.Wm82.gnm2.ann1.Glyma.10G226900	1
PPR105	Psudo-Response Regulator gene 105	glyma.Wm82.gnm2.ann1.Glyma.10G230100	1
WRKY111	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.10G230200	1
WRKY2	WRKY transcription factor 2	glyma.Wm82.gnm2.ann1.Glyma.10G230200	0
BCH3	beta-carotene hydroxylase BCH3	glyma.Wm82.gnm2.ann1.Glyma.10G231200	1
CrRLk1L12	receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.10G231500	1
HSF-19	heat stress transcription factor 19	glyma.Wm82.gnm2.ann1.Glyma.10G237800	1
IQD37	protein IQ-DOMAIN 37	glyma.Wm82.gnm2.ann1.Glyma.10G238300	1
TCP14	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.10G240200	1
PGM3	phosphoglucomutase 3 gene	glyma.Wm82.gnm2.ann1.Glyma.10G241000	1
RAR1-1	RAR1 protein	glyma.Wm82.gnm2.ann1.Glyma.10G242200	1
MED31-1	Mediator Complex 31 gene 1	glyma.Wm82.gnm2.ann1.Glyma.10G242500	1
HSF-23	heat stress transcription factor 23	glyma.Wm82.gnm2.ann1.Glyma.10G244000	1
IQD38	protein IQ-DOMAIN 38	glyma.Wm82.gnm2.ann1.Glyma.10G245000	1
TCP50	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 50	glyma.Wm82.gnm2.ann1.Glyma.10G246200	1
CG-1	beta-conglycinin alpha prime subunit	glyma.Wm82.gnm2.ann1.Glyma.10G246300	1
GM7S	beta-conglycinin alpha prime subunit 1	glyma.Wm82.gnm2.ann1.Glyma.10G246300	0
Cgy1	beta-conglycinin 1, beta chain-like 	glyma.Wm82.gnm2.ann1.Glyma.10G246500	1
PM24	seed maturation protein PM24	glyma.Wm82.gnm2.ann1.Glyma.10G247500	1
PPR106	Psudo-Response Regulator gene 106	glyma.Wm82.gnm2.ann1.Glyma.10G247700	1
WNK2	with no lysine kinase 2	glyma.Wm82.gnm2.ann1.Glyma.10G248400	1
NOD33	putative nod33	glyma.Wm82.gnm2.ann1.Glyma.10G248900	1
PSAD	photosystem I subunit PsaD	glyma.Wm82.gnm2.ann1.Glyma.10G249000	1
LEA2-54	late embryogenesis abundant 2 gene 54	glyma.Wm82.gnm2.ann1.Glyma.10G252500	1
CRK16	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.10G252700	1
CRK17	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.10G252800	1
CRK18	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.10G253000	1
CRK19	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.10G253100	1
CRK20	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.10G253200	1
CRK21	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.10G253300	1
CRK23	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.10G253900	1
CRK24	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.10G254300	1
ITPK4	inositol phosphate kinase	glyma.Wm82.gnm2.ann1.Glyma.10G255000	1
PPR107	Psudo-Response Regulator gene 107	glyma.Wm82.gnm2.ann1.Glyma.10G258200	1
RNF12	RING-H2 finger protein	glyma.Wm82.gnm2.ann1.Glyma.10G259300	1
GASA17	gibberellin-regulated protein 17	glyma.Wm82.gnm2.ann1.Glyma.10G259800	1
PM23	seed maturation protein PM23	glyma.Wm82.gnm2.ann1.Glyma.10G260200	1
SPX5	SPX domain-containing protein 5	glyma.Wm82.gnm2.ann1.Glyma.10G261900	1
Lac39	Laccase 39	glyma.Wm82.gnm2.ann1.Glyma.10G263800	1
MED21-1	Mediator Complex 21 gene 1	glyma.Wm82.gnm2.ann1.Glyma.10G264300	1
IAA39	Indole-3-Acetic Acid Responsive Gene 39	glyma.Wm82.gnm2.ann1.Glyma.10G270500	1
JAG2	JAGGED gene 2	glyma.Wm82.gnm2.ann1.Glyma.10G273800	1
COL22	zinc finger protein CONSTANS-LIKE 16-like	glyma.Wm82.gnm2.ann1.Glyma.10G274300	1
ERF87	Ethylene-responsive factor gene 87	glyma.Wm82.gnm2.ann1.Glyma.10G274600	1
ALMT17	aluminum-activated malate transporter family protein	glyma.Wm82.gnm2.ann1.Glyma.10G275700	1
bZIP79	Basic leucine zipper transcription factor-like protein gene 79	glyma.Wm82.gnm2.ann1.Glyma.10G276100	1
TGA12	bZIP transcription factor 12	glyma.Wm82.gnm2.ann1.Glyma.10G276100	0
PPR108	Psudo-Response Regulator gene 108	glyma.Wm82.gnm2.ann1.Glyma.10G277600	1
1-3-1A	syringolide-induced protein 1-3-1A	glyma.Wm82.gnm2.ann1.Glyma.10G277800	1
FAD2-1A	fatty acid desaturase	glyma.Wm82.gnm2.ann1.Glyma.10G278000	1
TCP15	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 15	glyma.Wm82.gnm2.ann1.Glyma.10G285900	1
ALMT18	aluminum-activated malate transporter family protein	glyma.Wm82.gnm2.ann1.Glyma.10G287700	1
DHAR-1a	DHAR class glutathione S-transferase 1 gene a	glyma.Wm82.gnm2.ann1.Glyma.10G291100	1
DHAR1	DHAR class glutathione S-transferase	glyma.Wm82.gnm2.ann1.Glyma.10G291100	0
MDHAR-1a	DEHYDROASCORBATE REDUCTASE 1 gene a	glyma.Wm82.gnm2.ann1.Glyma.10G291100	0
CHI1B2	chalcone isomerase 1B2	glyma.Wm82.gnm2.ann1.Glyma.10G292200	1
G4DT	Glycinol 4-dimethylallyltransferase	glyma.Wm82.gnm2.ann1.Glyma.10G295300	1
bZIP80	Basic leucine zipper transcription factor-like protein gene 80	glyma.Wm82.gnm2.ann1.Glyma.10G296200	1
CYP23	peptidyl-prolyl cis-trans isomerase CYP23	glyma.Wm82.gnm2.ann1.Glyma.10G298200	1
HDA11	histone deacetylase	glyma.Wm82.gnm2.ann1.Glyma.11G000300	1
C2-105	C2 domain containing protein gene 105	glyma.Wm82.gnm2.ann1.Glyma.11G000700	1
CRK25	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.11G002800	1
LEA2-55	late embryogenesis abundant 2 gene 55	glyma.Wm82.gnm2.ann1.Glyma.11G003000	1
GA2OX4	gibberellin 2-beta-dioxygenase 4	glyma.Wm82.gnm2.ann1.Glyma.11G003200	1
COBL14	Regulates cell wall expansion and cellulose depostion	glyma.Wm82.gnm2.ann1.Glyma.11G003300	1
TSB	tryptophan synthase beta subunit	glyma.Wm82.gnm2.ann1.Glyma.11G003500	1
KAPP1	kinase-associated protein phosphatase 1	glyma.Wm82.gnm2.ann1.Glyma.11G004000	1
PPR109	Psudo-Response Regulator gene 109	glyma.Wm82.gnm2.ann1.Glyma.11G006200	1
PPR110	Psudo-Response Regulator gene 110	glyma.Wm82.gnm2.ann1.Glyma.11G007200	1
GRF10	growth-regulating factor	glyma.Wm82.gnm2.ann1.Glyma.11G008500	1
PPR111	Psudo-Response Regulator gene 111	glyma.Wm82.gnm2.ann1.Glyma.11G008800	1
HSF-24	heat stress transcription factor 24	glyma.Wm82.gnm2.ann1.Glyma.11G009800	1
4CL3	4-coumarate:coenzyme A ligase gene 3	glyma.Wm82.gnm2.ann1.Glyma.11G010500	1
CHS8	chalcone synthase 8	glyma.Wm82.gnm2.ann1.Glyma.11G011500	1
PPR112	Psudo-Response Regulator gene 112	glyma.Wm82.gnm2.ann1.Glyma.11G013400	1
CYP97B2	Cytochrome P450 97B2	glyma.Wm82.gnm2.ann1.Glyma.11G016200	1
AP2-9	AP2-EREBP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.11G018100	1
ERF88	Ethylene-responsive factor gene 88	glyma.Wm82.gnm2.ann1.Glyma.11G019000	1
LEA2-56	late embryogenesis abundant 2 gene 56	glyma.Wm82.gnm2.ann1.Glyma.11G020500	1
LEA2-57	late embryogenesis abundant 2 gene 57	glyma.Wm82.gnm2.ann1.Glyma.11G020600	1
WRKY112	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.11G021200	1
